Date,Ticker,ShortName,RedCode,Tier,Ccy,DocClause,Contributor,Spread6m,Spread1y,Spread2y,Spread3y,Spread5y,Spread7y,Spread10y,Spread15y,Spread20y,Spread30y,Recovery,CompositeDepth5y,Sector,Region,AvRating,ImpliedRating,CompositeLevel6m,CompositeLevel1y,CompositeLevel2y,CompositeLevel3y,CompositeLevel5y,CompositeLevel7y,CompositeLevel10y,CompositeLevel15y,CompositeLevel20y,CompositeLevel30y,CompositeLevelRecovery
06-Mar-19,MONDINT,Mondelez Intl Inc,669B27,SNRFOR,USD,XR14,Composite,0.07%,0.09%,0.17%,0.27%,0.53%,0.77%,0.92%,1.02%,1.07%,1.13%,40%,7,,N.Amer,BBB,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,MONDUK,MONDELEZ UK HLDGS SERVICES LTD,GM820K,SNRFOR,EUR,MM14,Composite,0.04%,0.06%,0.08%,0.10%,0.19%,0.28%,0.36%,0.39%,0.41%,0.42%,40%,8,,Europe,,AA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,CcyGrp,CcyGrp
06-Mar-19,MONITHO,Monitchem Holdco 3 SA,LRACEI,SECDOM,EUR,MM14,Composite,0.63%,0.90%,1.78%,2.73%,4.14%,4.87%,5.50%,5.60%,5.66%,5.71%,40%,8,,Europe,B,CCC,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,MONITHO,Monitchem Holdco 3 SA,LRACEI,SNRFOR,EUR,MM14,Composite,0.63%,0.90%,1.78%,2.73%,4.14%,4.87%,5.50%,5.60%,5.66%,5.71%,40%,8,,Europe,B,CCC,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,MONTE,Bca Monte dei Paschi di Siena S p A,TU29GI,SNRFOR,EUR,MM14,Composite,2.82%,3.29%,3.73%,4.03%,4.59%,4.72%,4.89%,4.92%,4.94%,4.88%,40%,5,Financial,Europe,B,CCC,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,MONTE,Bca Monte dei Paschi di Siena S p A,TU29GI,SUBLT2,EUR,MM14,Composite,34.58%,33.57%,33.12%,31.27%,27.94%,25.08%,22.61%,22.14%,22.46%,,33.33%,3,Financial,Europe,B,CCC,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,,CcyGrp
06-Mar-19,MOROC,Kdom Morocco,6.78E+100,SNRFOR,USD,CR14,Composite,0.26%,0.40%,0.59%,0.72%,1.10%,1.40%,1.57%,1.64%,1.70%,1.76%,25%,4,Government,Africa,BBB,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,MORRI,Wm MORRISON SUPERMARKETS PLC,GM89BC,SNRFOR,EUR,MM14,Composite,0.16%,0.21%,0.38%,0.56%,1%,1.36%,1.63%,1.84%,1.93%,2.01%,40%,2,,Europe,BBB,BB,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,MOS-GlobHold,Mosaic Glob Hldgs Inc,67AD8J,SNRFOR,USD,XR14,Composite,,,,,1.39%,,,,,,40%,2,Materials,N.Amer,BBB,BB,,,,,Thin,,,,,,Thin
06-Mar-19,MOSCO,Mosaic Co,67AD9H,SNRFOR,USD,XR14,Composite,0.11%,0.13%,0.27%,0.48%,0.85%,0.98%,1.07%,1.07%,1.07%,1.07%,40%,5,,N.Amer,BBB,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,MOTSOL,Motorola Solutions Inc,6I209O,SNRFOR,USD,XR14,Composite,0.07%,0.09%,0.20%,0.35%,0.70%,1.02%,1.22%,1.34%,1.41%,1.48%,40%,9,Industrial,N.Amer,BBB,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,MPLXLP,MPLX LP,5A8691,SNRFOR,USD,XR14,Composite,0.22%,0.32%,0.44%,0.70%,1.02%,1.07%,1.11%,1.30%,1.44%,1.62%,40%,3,,N.Amer,BBB,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,MQB,Macquarie Bk Ltd,5AB67W,SNRFOR,USD,MR14,Composite,0.13%,0.14%,0.24%,0.34%,0.61%,0.79%,0.90%,0.93%,0.93%,0.94%,40%,4,Financial,Oceania,A,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,MQB,Macquarie Bk Ltd,5AB67W,SUBLT2,USD,MR14,Composite,0.27%,0.30%,0.50%,0.74%,1.37%,1.69%,1.89%,1.88%,1.88%,1.86%,20%,5,Financial,Oceania,A,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,MRHMC,Meritage Homes Corp,5E901B,SNRFOR,USD,XR14,Composite,0.38%,0.45%,1.08%,1.49%,2.52%,3.02%,3.13%,3.05%,3.05%,2.84%,40%,2,,N.Amer,BB,B,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,MRK-MdcoHlthSln,MEDCO HEALTH SOLUTIONS INC,5DC45Z,SNRFOR,USD,XR14,Composite,0.05%,0.07%,0.09%,0.13%,0.22%,0.29%,0.36%,,,,40%,3,Consumer Cyclical,N.Amer,BBB,A,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,,,,CcyGrp
06-Mar-19,MRO,Marathon Oil Corp,5BBDCD,SNRFOR,USD,XR14,Composite,0.05%,0.15%,0.32%,0.57%,1.05%,1.29%,1.48%,1.44%,1.38%,1.38%,40%,5,Energy,N.Amer,BBB,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,MSCINC,MSCI Inc,5A889K,SNRFOR,USD,XR14,Composite,0.65%,0.70%,0.91%,1.14%,1.88%,2.33%,2.80%,3.09%,3.24%,3.40%,40%,2,,N.Amer,BB,B,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,MSFT,Microsoft Corp,5EDDA9,SNRFOR,USD,XR14,Composite,0.02%,0.03%,0.07%,0.12%,0.25%,0.39%,0.47%,0.60%,0.67%,0.71%,40%,5,Communications and Technology,N.Amer,AAA,AA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,MSKT,Bank Muscat,MN7EAH,SNRFOR,USD,CR14,Composite,0.81%,0.89%,1.02%,1.15%,1.39%,1.60%,1.87%,1.95%,2.01%,2.10%,25%,2,,MiddleEast,BB,BB,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,MSQB,Mashreqbank Psc,MSEB3Y,SNRFOR,USD,CR14,Composite,0.52%,0.55%,0.70%,0.93%,1.51%,1.79%,1.93%,2.06%,2.12%,2.19%,25%,4,,MiddleEast,A,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,MSQB,Mashreqbank Psc,MSEB3Y,SUBLT2,USD,CR14,Composite,1.00%,1.00%,1.21%,1.52%,2.20%,2.52%,2.67%,2.82%,2.89%,2.96%,25%,4,,MiddleEast,A,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,MSSPP,St of MS,665ACF,SNRFOR,USD,CR,Composite,,0.47%,0.66%,0.80%,1.02%,1.14%,1.23%,,,,65%,2,,N.Amer,,BB,,Thin,Thin,Thin,Thin,Thin,Thin,,,,Thin
06-Mar-19,MTA,Met Transpn Auth,5EB7E0,SNRFOR,USD,CR,Composite,,0.11%,0.23%,0.41%,0.83%,1.04%,1.25%,,,,66.67%,3,,N.Amer,,BBB,,CcyGrp,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,,,,CcyGrp
06-Mar-19,MTRC,MTR Corp Ltd,5A8ADE,SNRFOR,USD,CR14,Composite,0.08%,0.11%,0.18%,0.26%,0.39%,0.52%,0.63%,0.63%,0.64%,0.64%,40%,4,Industrial,Asia,AA,A,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,MU,Micron Tech Inc,5EE623,SNRFOR,USD,XR14,Composite,1.42%,1.56%,1.67%,1.90%,2.51%,2.58%,2.65%,2.65%,2.65%,2.65%,36.67%,3,Communications and Technology,N.Amer,BB,B,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,MU,Micron Tech Inc,5EE623,SUBLT2,USD,XR14,Composite,1.42%,1.56%,1.67%,1.90%,2.52%,2.60%,2.67%,2.68%,2.69%,2.70%,20%,3,Communications and Technology,N.Amer,BB,B,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,MUBDC,Mubadala Dev Co,MT76BW,SNRFOR,USD,CR14,Composite,0.33%,0.35%,0.43%,0.52%,0.77%,0.95%,1.08%,1.15%,1.19%,1.25%,25%,2,,MiddleEast,AA,BBB,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,MUFGBAN,MUFG Bk Ltd,JNAE8F,SNRFOR,USD,CR14,Composite,0.11%,0.13%,0.22%,0.30%,0.50%,0.62%,0.67%,0.67%,0.68%,0.72%,35%,8,,Asia,A,A,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,MUFGBAN,MUFG Bk Ltd,JNAE8F,SUBLT2,USD,CR14,Composite,0.17%,0.20%,0.32%,0.45%,0.78%,0.96%,1.04%,1.05%,1.06%,1.12%,15%,8,,Asia,A,A,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,MUFJ,Mitsubishi UFJ Finl Group Inc,JN88DG,SNRFOR,JPY,CR14,Composite,0.37%,0.42%,0.45%,0.50%,0.61%,0.68%,0.72%,0.71%,0.71%,0.70%,35%,3,Financial,Asia,A,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,MUFJ,Mitsubishi UFJ Finl Group Inc,JN88DG,SUBLT2,JPY,CR14,Composite,0.54%,0.62%,0.66%,0.70%,0.83%,0.89%,0.91%,0.76%,0.76%,0.75%,15%,3,Financial,Asia,A,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,MUNRE,Munich Re,687DNG,SNRFOR,EUR,MM14,Composite,0.05%,0.07%,0.11%,0.15%,0.23%,0.34%,0.45%,0.49%,0.52%,0.55%,40%,10,Financial,Europe,AA,AA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,MUNRE,Munich Re,687DNG,SUBLT2,EUR,MM14,Composite,0.15%,0.19%,0.28%,0.39%,0.63%,0.90%,1.13%,1.24%,1.30%,1.37%,20%,10,Financial,Europe,AA,AA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,MUR,Murphy Oil Corp,688D88,SNRFOR,USD,XR14,Composite,0.08%,0.20%,0.43%,0.83%,1.52%,1.85%,2.07%,2.22%,2.29%,2.18%,40%,7,Energy,N.Amer,BB,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,MWD,Morgan Stanley,678B8A,SNRFOR,USD,XR14,Composite,0.19%,0.28%,0.35%,0.46%,0.70%,0.91%,1.11%,1.25%,1.33%,1.38%,40%,10,Financial,N.Amer,A,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,CcyGrp,CcyGrp
06-Mar-19,MWD,Morgan Stanley,678B8A,SUBLT2,USD,XR14,Composite,0.32%,0.40%,0.51%,0.66%,1.00%,1.28%,1.55%,1.75%,1.86%,1.93%,20%,10,Financial,N.Amer,A,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,CcyGrp,CcyGrp
06-Mar-19,MYCAL,Pocket Card Co Ltd,JP9CCD,SNRFOR,JPY,CR14,Composite,0.24%,0.24%,0.27%,0.29%,0.35%,0.37%,0.40%,0.41%,0.42%,0.44%,37.50%,2,Financial,Asia,,AA,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,MYL,Mylan Inc.,68AD7H,SNRFOR,USD,XR14,Composite,0.36%,0.39%,0.63%,0.83%,1.26%,1.42%,1.61%,1.72%,1.77%,1.82%,40%,3,,N.Amer,BBB,BB,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,NAB,Natl Aust Bk Ltd,6J5777,SNRFOR,USD,MR14,Composite,0.11%,0.13%,0.20%,0.28%,0.52%,0.72%,0.84%,0.93%,0.98%,1.03%,40%,4,Financial,Oceania,AA,A,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,NAB,Natl Aust Bk Ltd,6J5777,SUBLT2,USD,MR14,Composite,0.22%,0.26%,0.44%,0.65%,1.17%,1.54%,1.74%,1.82%,1.81%,1.85%,20%,6,Financial,Oceania,AA,A,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,NABARD,Natl Bk for Agriculture & Rural Dev,YE820T,SNRFOR,USD,CR14,Composite,0.32%,0.33%,0.44%,0.61%,1.07%,1.40%,1.70%,1.83%,1.88%,1.95%,40%,2,,India,,BB,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,NAGCTY,City of Nagoya,JO9BE3,SNRFOR,JPY,CR14,Composite,0.06%,0.08%,0.14%,0.20%,0.39%,0.50%,0.58%,0.60%,0.61%,,35%,2,Unclassified,Asia,A,A,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,,Thin
06-Mar-19,NAGOYA,Nagoya Rr Co Ltd,JNBACI,SNRFOR,JPY,CR14,Composite,0.12%,0.14%,0.20%,0.28%,0.45%,0.52%,0.56%,0.56%,0.57%,0.57%,35%,3,Industrial,Asia,,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,NALCCOM,NALCO CO LLC,68BHDM,SNRFOR,USD,XR14,Composite,0.06%,0.06%,0.09%,0.14%,0.28%,0.30%,0.34%,0.37%,0.38%,0.39%,40%,5,,N.Amer,,AA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,NALCCOM,NALCO CO LLC,68BHDM,SUBLT2,USD,XR14,Composite,0.07%,0.08%,0.11%,0.18%,0.36%,0.39%,0.44%,0.59%,0.61%,0.63%,30%,5,,N.Amer,,AA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,NANKAI,Nankai Elec Rwy Co Ltd,JNCC74,SNRFOR,JPY,CR14,Composite,0.11%,0.12%,0.20%,0.30%,0.59%,0.72%,0.78%,0.80%,0.81%,0.82%,35%,2,Industrial,Asia,,BB,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,NATAG,Natl Agric Coop Federa,YE832M,SNRFOR,USD,CR,Composite,0.15%,0.17%,0.24%,0.33%,0.53%,0.69%,0.81%,0.86%,0.88%,0.92%,40%,3,Financial,Asia,A,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,NATAG,Natl Agric Coop Federa,YE832M,SUBLT2,USD,CR,Composite,0.23%,0.27%,0.34%,0.43%,0.77%,1.03%,1.16%,1.22%,1.26%,1.27%,20%,3,Financial,Asia,A,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,NATMUT,Nationwide Mut Ins Co,69BED8,SNRFOR,USD,XR14,Composite,,2.17%,,1.90%,2.11%,2.18%,2.13%,,,,40%,2,Financial,N.Amer,A,B,,Thin,,Thin,Thin,Thin,Thin,,,,Thin
06-Mar-19,NATMUT,Nationwide Mut Ins Co,69BED8,SUBLT2,USD,XR14,Composite,,2.17%,,1.90%,2.11%,2.19%,2.13%,,,,20%,2,Financial,N.Amer,A,B,,Thin,,Thin,Thin,Thin,Thin,,,,Thin
06-Mar-19,NATPOW,Natl Pwr Corp,69A8AC,SNRFOR,USD,CR14,Composite,0.49%,0.55%,0.69%,0.82%,1.06%,1.23%,1.37%,,,,40%,2,Utilities,Asia,BBB,BB,Thin,Thin,Thin,Thin,Thin,Thin,Thin,,,,Thin
06-Mar-19,NATUENE,NATURGY ENERGY GROUP SA,69C93I,SNRFOR,EUR,MM14,Composite,0.06%,0.07%,0.16%,0.26%,0.54%,0.80%,0.97%,1.08%,1.12%,1.17%,40%,10,,Europe,BBB,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,NATWEMA,NATWEST MARKETS PLC,GM9BAJ,SNRFOR,EUR,MM14,Composite,0.19%,0.26%,0.45%,0.63%,1.00%,1.25%,1.41%,1.45%,1.49%,1.54%,40%,5,,Europe,BBB,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,NATWEMA,NATWEST MARKETS PLC,GM9BAJ,SUBLT2,EUR,MM14,Composite,0.28%,0.37%,0.61%,0.92%,1.28%,1.42%,1.54%,1.59%,1.61%,1.65%,20%,5,,Europe,BBB,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,NATWESM,NatWest Markets NV,NQ9ADO,SNRFOR,EUR,MM14,Composite,0.13%,0.16%,0.22%,0.30%,0.45%,0.55%,0.63%,0.64%,0.64%,0.65%,40%,4,,Europe,BBB,A,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,NATWESM,NatWest Markets NV,NQ9ADO,SUBLT2,EUR,MM14,Composite,0.19%,0.28%,0.35%,0.46%,0.68%,0.89%,0.96%,1.08%,1.09%,1.09%,20%,4,,Europe,BBB,A,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,NAV,Navistar Intl Corp,69CC7I,SNRFOR,USD,XR14,Composite,2.40%,2.91%,4.72%,5.03%,5.61%,5.78%,5.88%,5.92%,5.93%,5.92%,36.67%,6,Consumer Cyclical,N.Amer,B,CCC,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,NAV,Navistar Intl Corp,69CC7I,SUBLT2,USD,XR14,Composite,2.40%,2.91%,4.71%,5.03%,5.62%,5.79%,5.90%,5.95%,5.96%,5.96%,20%,6,Consumer Cyclical,N.Amer,B,CCC,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,NAVIECO,Navient Corp,69CCBK,SNRFOR,USD,XR14,Composite,0.35%,0.50%,1.16%,1.82%,3.40%,4.39%,4.66%,4.87%,4.96%,4.91%,40.30%,11,,N.Amer,BB,B,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,NBD,Norbord Inc,6BA9CX,SECDOM,USD,XR14,Composite,0.14%,0.28%,0.57%,0.99%,2.04%,2.40%,2.52%,2.56%,2.59%,2.53%,40%,7,Materials,N.Amer,BB,B,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,NBD,Norbord Inc,6BA9CX,SNRFOR,USD,XR14,Composite,0.14%,0.28%,0.57%,0.99%,2.04%,2.40%,2.52%,2.56%,2.59%,2.53%,40%,7,Materials,N.Amer,BB,B,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,NBE,Natl Bk of Egypt,MT78FB,SNRFOR,USD,CR14,Composite,2.20%,2.43%,2.82%,3.15%,3.61%,3.91%,4.14%,4.18%,4.26%,4.37%,25%,2,,Africa,B,B,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,NBL,Noble Engy Inc,6BA548,SNRFOR,USD,XR14,Composite,0.15%,0.23%,0.42%,0.80%,1.49%,1.82%,1.92%,1.87%,1.77%,1.86%,40%,3,Energy,N.Amer,BBB,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,CcyGrp,CcyGrp
06-Mar-19,NBR-Inc,Nabors Inds Inc,68BEBE,SNRFOR,USD,XR14,Composite,0.64%,0.80%,1.72%,2.53%,4.32%,5.19%,5.40%,5.42%,5.47%,5.50%,40%,6,Energy,N.Amer,BB,CCC,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,NCEMPA,North Carolina Eastern Mun Pwr Agy,6BD9AF,SNRFOR,USD,CR,Composite,,0.40%,0.65%,0.92%,1.40%,1.66%,1.97%,,,,65%,2,,N.Amer,,BB,,Thin,Thin,Thin,Thin,Thin,Thin,,,,Thin
06-Mar-19,NCX,NOVA Chems Corp,6CFGE3,SNRFOR,USD,XR14,Composite,0.27%,0.31%,0.48%,0.84%,1.89%,2.35%,2.58%,2.72%,2.80%,2.79%,39.86%,8,Materials,N.Amer,BB,B,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,NDB,Norddeutsche Landbk Girozentrale,6BAABM,SNRFOR,EUR,MM14,Composite,0.47%,0.55%,0.67%,0.79%,0.90%,1.01%,1.10%,1.15%,1.18%,1.22%,40%,3,Financial,Europe,BBB,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,NDB,Norddeutsche Landbk Girozentrale,6BAABM,SUBLT2,EUR,MM14,Composite,3.04%,3.12%,3.99%,4.05%,4.17%,4.45%,4.68%,4.82%,4.90%,4.99%,20%,3,Financial,Europe,BBB,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,NE,Noble Corp,GMB964,SNRFOR,USD,MR14,Composite,1.80%,2.21%,3.21%,4.30%,6.62%,7.16%,7.67%,7.86%,7.91%,8.01%,40%,6,Energy,OffShore,BB,CCC,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
06-Mar-19,NEALBE,New Albertsons LP,6A59CO,SNRFOR,USD,XR14,Composite,0.87%,1.03%,2.18%,3.24%,5.88%,6.13%,6.08%,6.10%,6.11%,5.82%,34.82%,5,,N.Amer,B,CCC,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,CcyGrp,CcyGrp
06-Mar-19,NECORP,NEC Corp,68B955,SNRFOR,JPY,CR14,Composite,0.07%,0.08%,0.14%,0.21%,0.40%,0.55%,0.62%,0.63%,0.63%,0.65%,35%,6,Industrial,Asia,BBB,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,NEDWBK,Nederlandse Waterschapsbank NV,NT78GL,SNRFOR,EUR,MM14,Composite,0.24%,0.20%,0.21%,0.23%,0.29%,0.33%,0.40%,0.42%,0.42%,0.42%,40%,2,Financial,Europe,AAA,AA,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
06-Mar-19,NEM,Newmont Mng Corp,6B67AL,SNRFOR,USD,XR14,Composite,0.06%,0.09%,0.15%,0.26%,0.57%,0.89%,1.12%,1.20%,1.27%,1.29%,40%,6,Materials,N.Amer,BBB,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
06-Mar-19,NEM-USALtd,Newmont USA Ltd,6B679C,SNRFOR,USD,XR14,Composite,0.06%,0.08%,0.15%,0.26%,0.56%,0.89%,1.12%,1.21%,1.28%,1.35%,40%,3,Materials,N.Amer,BBB,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp
