"Date","Timezone","Ticker","ShortName","RedCode","Tier","Ccy","DocClause","Spread6m","Spread1y","Spread2y","Spread3y","Spread4y","Spread5y","Spread7y","Spread10y","Spread15y","Spread20y","Spread30y","Recovery","DataRating","Sector","Region","Country","AvRating","ImpliedRating"
"06-MAR-19","E","VLVY-Treasury","Volvo Treas AB","W5HG8J","SNRFOR","EUR","MM14","0.14921299999999998%","0.24640199999999998%","0.32161999999999996%","0.417626%","0.536968%","0.7122200000000001%","0.991706%","1.181774%","1.259185%","1.2956729999999999%","1.329583%","40%","","Industrials","Europe","Sweden","BBB","BBB"
"06-MAR-19","E","VLVY-Treasury","Volvo Treas AB","W5HG8J","SNRFOR","USD","MM14","0.14921299999999998%","0.24640199999999998%","0.32161999999999996%","0.417626%","0.536968%","0.7122200000000001%","0.991706%","1.181774%","1.259185%","1.2956729999999999%","1.329583%","40%","","Industrials","Europe","Sweden","BBB","BBB"
"06-MAR-19","E","VMCo","Vulcan Matls Co","9BBA6K","SNRFOR","EUR","MR14","0.060851999999999996%","0.07835099999999999%","0.15279600000000002%","0.278269%","0.42948600000000003%","0.603106%","1.051455%","1.1571609999999999%","1.233239%","1.269085%","1.302689%","40%","","Industrials","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","VMCo","Vulcan Matls Co","9BBA6K","SNRFOR","EUR","XR14","0.060851999999999996%","0.07835099999999999%","0.15279600000000002%","0.278269%","0.42948600000000003%","0.603106%","1.051455%","1.1571609999999999%","1.233239%","1.269085%","1.302689%","40%","","Industrials","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","VMCo","Vulcan Matls Co","9BBA6K","SNRFOR","USD","MR14","0.060851999999999996%","0.07835099999999999%","0.15279600000000002%","0.278269%","0.42948600000000003%","0.603106%","1.051455%","1.1571609999999999%","1.233239%","1.269085%","1.302689%","40%","","Industrials","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","VMCo","Vulcan Matls Co","9BBA6K","SNRFOR","USD","XR14","0.060851999999999996%","0.07835099999999999%","0.15279600000000002%","0.278269%","0.42948600000000003%","0.603106%","1.051455%","1.1571609999999999%","1.233239%","1.269085%","1.302689%","40%","","Industrials","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","VMCo-LEGACY","Legacy Vulcan Corp","576B7F","SNRFOR","USD","MR14","0.085745%","0.09370300000000001%","0.183525%","0.300088%","0.430179%","0.572243%","0.8305119999999999%","0.910716%","0.964834%","0.9907610000000001%","1.01441%","40%","","Industrials","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","VMCo-LEGACY","Legacy Vulcan Corp","576B7F","SNRFOR","USD","XR14","0.083022%","0.090633%","0.17752099999999998%","0.29037199999999996%","0.416305%","0.553823%","0.80374%","0.8812479999999999%","0.9334%","0.958312%","0.9809220000000001%","40%","","Industrials","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","VNO","Vornado Rlty Tr","9BB946","SNRFOR","EUR","MR14","0.159407%","0.1776%","0.367283%","0.556141%","0.755502%","0.9837759999999999%","1.260382%","1.431278%","1.4904789999999999%","1.525754%","1.559596%","40%","","Financials","N.Amer","United States","BBB","BB"
"06-MAR-19","E","VNO","Vornado Rlty Tr","9BB946","SNRFOR","USD","MR14","0.159407%","0.1776%","0.367283%","0.556141%","0.755502%","0.9837759999999999%","1.260382%","1.431278%","1.4904789999999999%","1.525754%","1.559596%","40%","","Financials","N.Amer","United States","BBB","BB"
"06-MAR-19","E","VNO","Vornado Rlty Tr","9BB946","SNRFOR","USD","XR14","0.159407%","0.1776%","0.367283%","0.556141%","0.755502%","0.9837759999999999%","1.260382%","1.431278%","1.4904789999999999%","1.525754%","1.559596%","40%","","Financials","N.Amer","United States","BBB","BB"
"06-MAR-19","E","VNO-LP","Vornado Rlty LP","9BB947","SNRFOR","EUR","MR14","0.12798600000000002%","0.13596999999999998%","0.30688%","0.498549%","0.713535%","0.9779559999999999%","1.241269%","1.4413610000000001%","1.443657%","1.471379%","1.497287%","40%","","Financials","N.Amer","United States","BBB","BB"
"06-MAR-19","E","VNO-LP","Vornado Rlty LP","9BB947","SNRFOR","EUR","XR14","0.12456500000000001%","0.132347%","0.298701%","0.485263%","0.694541%","0.951979%","1.208367%","1.403246%","1.405338%","1.432333%","1.4575909999999999%","40%","","Financials","N.Amer","United States","BBB","BB"
"06-MAR-19","E","VNO-LP","Vornado Rlty LP","9BB947","SNRFOR","JPY","MR14","0.12798600000000002%","0.13596999999999998%","0.30688%","0.498549%","0.713535%","0.9779559999999999%","1.241269%","1.4413610000000001%","1.443657%","1.471379%","1.497287%","40%","","Financials","N.Amer","United States","BBB","BB"
"06-MAR-19","E","VNO-LP","Vornado Rlty LP","9BB947","SNRFOR","USD","MR14","0.12798600000000002%","0.13596999999999998%","0.30688%","0.498549%","0.713535%","0.9779559999999999%","1.241269%","1.4413610000000001%","1.443657%","1.471379%","1.497287%","40%","","Financials","N.Amer","United States","BBB","BB"
"06-MAR-19","E","VNO-LP","Vornado Rlty LP","9BB947","SNRFOR","USD","XR14","0.12456500000000001%","0.132347%","0.298701%","0.485263%","0.694541%","0.951979%","1.208367%","1.403246%","1.405338%","1.432333%","1.4575909999999999%","40%","","Financials","N.Amer","United States","BBB","BB"
"06-MAR-19","E","VOD","Vodafone Gp PLC","9BADC3","SNRFOR","AUD","MM14","0.091157%","0.12278199999999999%","0.277281%","0.440261%","0.642657%","0.8383379999999999%","1.142485%","1.3767980000000002%","1.4665009999999998%","1.517406%","1.573959%","40%","","Telecommunications Services","Europe","United Kingdom","BBB","BB"
"06-MAR-19","E","VOD","Vodafone Gp PLC","9BADC3","SNRFOR","CHF","MM14","0.091157%","0.12278199999999999%","0.277281%","0.440261%","0.642657%","0.8383379999999999%","1.142485%","1.3767980000000002%","1.4665009999999998%","1.517406%","1.573959%","40%","","Telecommunications Services","Europe","United Kingdom","BBB","BB"
"06-MAR-19","E","VOD","Vodafone Gp PLC","9BADC3","SNRFOR","EUR","CR14","0.095674%","0.128872%","0.291033%","0.462072%","0.674446%","0.879742%","1.198761%","1.444418%","1.538702%","1.592312%","1.652116%","40%","","Telecommunications Services","Europe","United Kingdom","BBB","BB"
"06-MAR-19","E","VOD","Vodafone Gp PLC","9BADC3","SNRFOR","EUR","MM14","0.091157%","0.12278199999999999%","0.277281%","0.440261%","0.642657%","0.8383379999999999%","1.142485%","1.3767980000000002%","1.4665009999999998%","1.517406%","1.573959%","40%","","Telecommunications Services","Europe","United Kingdom","BBB","BB"
"06-MAR-19","E","VOD","Vodafone Gp PLC","9BADC3","SNRFOR","GBP","MM14","0.091157%","0.12278199999999999%","0.277281%","0.440261%","0.642657%","0.8383379999999999%","1.142485%","1.3767980000000002%","1.4665009999999998%","1.517406%","1.573959%","40%","","Telecommunications Services","Europe","United Kingdom","BBB","BB"
"06-MAR-19","E","VOD","Vodafone Gp PLC","9BADC3","SNRFOR","JPY","MM14","0.091157%","0.12278199999999999%","0.277281%","0.440261%","0.642657%","0.8383379999999999%","1.142485%","1.3767980000000002%","1.4665009999999998%","1.517406%","1.573959%","40%","","Telecommunications Services","Europe","United Kingdom","BBB","BB"
"06-MAR-19","E","VOD","Vodafone Gp PLC","9BADC3","SNRFOR","SEK","MM14","0.091157%","0.12278199999999999%","0.277281%","0.440261%","0.642657%","0.8383379999999999%","1.142485%","1.3767980000000002%","1.4665009999999998%","1.517406%","1.573959%","40%","","Telecommunications Services","Europe","United Kingdom","BBB","BB"
"06-MAR-19","E","VOD","Vodafone Gp PLC","9BADC3","SNRFOR","USD","CR14","0.095674%","0.128872%","0.291033%","0.462072%","0.674446%","0.879742%","1.198761%","1.444418%","1.538702%","1.592312%","1.652116%","40%","","Telecommunications Services","Europe","United Kingdom","BBB","BB"
"06-MAR-19","E","VOD","Vodafone Gp PLC","9BADC3","SNRFOR","USD","MM14","0.091157%","0.12278199999999999%","0.277281%","0.440261%","0.642657%","0.8383379999999999%","1.142485%","1.3767980000000002%","1.4665009999999998%","1.517406%","1.573959%","40%","","Telecommunications Services","Europe","United Kingdom","BBB","BB"
"06-MAR-19","E","VOD","Vodafone Gp PLC","9BADC3","SNRFOR","USD","MR14","0.091157%","0.12278199999999999%","0.277281%","0.440261%","0.642657%","0.8383379999999999%","1.142485%","1.3767980000000002%","1.4665009999999998%","1.517406%","1.573959%","40%","","Telecommunications Services","Europe","United Kingdom","BBB","BB"
"06-MAR-19","E","VODAKAB","Vodafone Kabel Deutschland GmbH","DLGFB2","SECDOM","EUR","MM14","0.055331%","0.064287%","0.113898%","0.17244199999999998%","0.24955%","0.315715%","0.345896%","0.364225%","0.46164099999999997%","0.510049%","0.419539%","40%","","Consumer Services","Europe","Germany","","A"
"06-MAR-19","E","VODAKAB","Vodafone Kabel Deutschland GmbH","DLGFB2","SNRFOR","EUR","MM14","0.055331%","0.064287%","0.113898%","0.17244199999999998%","0.24955%","0.315715%","0.345896%","0.364225%","0.46164099999999997%","0.510049%","0.419539%","40%","","Consumer Services","Europe","Germany","","A"
"06-MAR-19","E","VODAKAB","Vodafone Kabel Deutschland GmbH","DLGFB2","SNRFOR","USD","MM14","0.055331%","0.064287%","0.113898%","0.17244199999999998%","0.24955%","0.315715%","0.345896%","0.364225%","0.46164099999999997%","0.510049%","0.419539%","40%","","Consumer Services","Europe","Germany","","A"
"06-MAR-19","E","VOITGMB","Voith GmbH Co KGaA","DL1Z9K","SNRFOR","EUR","MM14","0.23707099999999998%","0.267787%","0.377707%","0.632983%","0.8827929999999999%","1.126725%","1.328007%","1.541262%","1.595476%","1.634898%","1.671713%","40%","","Industrials","Europe","Germany","BBB","BB"
"06-MAR-19","E","VOITGMB","Voith GmbH Co KGaA","DL1Z9K","SNRFOR","USD","MM14","0.23707099999999998%","0.267787%","0.377707%","0.632983%","0.8827929999999999%","1.126725%","1.328007%","1.541262%","1.595476%","1.634898%","1.671713%","40%","","Industrials","Europe","Germany","BBB","BB"
"06-MAR-19","E","VRZN","Verizon Comms Inc","9B579L","SNRFOR","EUR","MR14","0.13467200000000001%","0.179335%","0.26459%","0.348692%","0.449112%","0.5924699999999999%","0.8333699999999999%","1.032346%","1.171521%","1.247903%","1.353931%","40%","","Telecommunications Services","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","VRZN","Verizon Comms Inc","9B579L","SNRFOR","EUR","XR14","0.131187%","0.17499099999999998%","0.25832099999999997%","0.34049%","0.43858600000000003%","0.578622%","0.8139620000000001%","1.008329%","1.144273%","1.213714%","1.322132%","40%","","Telecommunications Services","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","VRZN","Verizon Comms Inc","9B579L","SNRFOR","JPY","MR14","0.125833%","0.16170299999999999%","0.23255599999999998%","0.30782000000000004%","0.39904%","0.5415869999999999%","0.7837770000000001%","1.001059%","1.152808%","1.228002%","1.332464%","40%","","Telecommunications Services","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","VRZN","Verizon Comms Inc","9B579L","SNRFOR","SEK","XR14","0.131187%","0.17499099999999998%","0.25832099999999997%","0.34049%","0.43858600000000003%","0.578622%","0.8139620000000001%","1.008329%","1.144273%","1.213714%","1.322132%","40%","","Telecommunications Services","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","VRZN","Verizon Comms Inc","9B579L","SNRFOR","USD","CR14","0.13467200000000001%","0.179335%","0.26459%","0.348692%","0.449112%","0.5924699999999999%","0.8333699999999999%","1.032346%","1.171521%","1.247903%","1.353931%","40%","","Telecommunications Services","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","VRZN","Verizon Comms Inc","9B579L","SNRFOR","USD","MR14","0.13467200000000001%","0.179335%","0.26459%","0.348692%","0.449112%","0.5924699999999999%","0.8333699999999999%","1.032346%","1.171521%","1.247903%","1.353931%","40%","","Telecommunications Services","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","VRZN","Verizon Comms Inc","9B579L","SNRFOR","USD","XR14","0.131187%","0.17499099999999998%","0.25832099999999997%","0.34049%","0.43858600000000003%","0.578622%","0.8139620000000001%","1.008329%","1.144273%","1.213714%","1.322132%","40%","","Telecommunications Services","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","VTBBANAA","VTB Bk Pub JtStk Co","X6H8FC","SNRFOR","CHF","CR14","0.76581%","0.9149700000000001%","1.195077%","1.516661%","1.7529389999999998%","1.9497250000000002%","2.195419%","2.406689%","2.54412%","2.579643%","2.656859%","25%","","Financials","E.Eur","Russian Federation","BBB","B"
"06-MAR-19","E","VTBBANAA","VTB Bk Pub JtStk Co","X6H8FC","SNRFOR","EUR","CR14","0.76581%","0.9149700000000001%","1.195077%","1.516661%","1.7529389999999998%","1.9497250000000002%","2.195419%","2.406689%","2.54412%","2.579643%","2.656859%","25%","","Financials","E.Eur","Russian Federation","BBB","B"
"06-MAR-19","E","VTBBANAA","VTB Bk Pub JtStk Co","X6H8FC","SNRFOR","USD","CR14","0.76581%","0.9149700000000001%","1.195077%","1.516661%","1.7529389999999998%","1.9497250000000002%","2.195419%","2.406689%","2.54412%","2.579643%","2.656859%","25%","","Financials","E.Eur","Russian Federation","BBB","B"
"06-MAR-19","E","VTBBANAA","VTB Bk Pub JtStk Co","X6H8FC","SNRFOR","USD","MM14","0.76581%","0.9149700000000001%","1.195077%","1.516661%","1.7529389999999998%","1.9497250000000002%","2.195419%","2.406689%","2.54412%","2.579643%","2.656859%","25%","","Financials","E.Eur","Russian Federation","BBB","B"
"06-MAR-19","E","VTBBANAA","VTB Bk Pub JtStk Co","X6H8FC","SNRFOR","USD","MR14","0.76581%","0.9149700000000001%","1.195077%","1.516661%","1.7529389999999998%","1.9497250000000002%","2.195419%","2.406689%","2.54412%","2.579643%","2.656859%","25%","","Financials","E.Eur","Russian Federation","BBB","B"
"06-MAR-19","E","VTBBANAA","VTB Bk Pub JtStk Co","X6H8FC","SUBLT2","USD","CR14","1.131096%","1.3534590000000002%","1.736554%","2.154062%","2.464106%","2.6981479999999998%","2.976591%","3.2142440000000003%","3.376871%","3.4331479999999996%","3.532142%","15%","","Financials","E.Eur","Russian Federation","BBB","B"
"06-MAR-19","E","VTR","VENTAS INC","9B49DL","SNRFOR","EUR","MR14","0.048221%","0.091808%","0.218468%","0.41467%","0.579861%","0.808392%","1.049027%","1.256045%","","","","40%","","Financials","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","VTR","VENTAS INC","9B49DL","SNRFOR","USD","MR14","0.048221%","0.091808%","0.218468%","0.41467%","0.579861%","0.808392%","1.049027%","1.256045%","","","","40%","","Financials","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","VTR","VENTAS INC","9B49DL","SNRFOR","USD","XR14","0.048221%","0.091808%","0.218468%","0.41467%","0.579861%","0.808392%","1.049027%","1.256045%","","","","40%","","Financials","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","VTR-RealtyCap","Ventas Rlty Ltd Partnership","9B49DM","SNRFOR","USD","MR14","0.048117%","0.091165%","0.21744999999999998%","0.413768%","0.5790420000000001%","0.8080250000000001%","1.048867%","1.25582%","1.333726%","1.37112%","1.406282%","40%","","Financials","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","VTR-RealtyCap","Ventas Rlty Ltd Partnership","9B49DM","SNRFOR","USD","XR14","0.048117%","0.091165%","0.21744999999999998%","0.413768%","0.5790420000000001%","0.8080250000000001%","1.048867%","1.25582%","1.333726%","1.37112%","1.406282%","40%","","Financials","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","VUEINT","VUE INTL BIDCO PLC","GPCCBZ","SECDOM","EUR","MM14","1.134136%","1.400582%","2.4668430000000003%","3.298725%","3.814234%","4.406083000000001%","5.107391%","5.434721%","5.545291%","5.59906%","5.700435000000001%","40%","","Consumer Services","Europe","United Kingdom","B","CCC"
"06-MAR-19","E","VUEINT","VUE INTL BIDCO PLC","GPCCBZ","SNRFOR","CHF","MM14","1.134136%","1.400582%","2.4668430000000003%","3.298725%","3.814234%","4.406083000000001%","5.107391%","5.434721%","5.545291%","5.59906%","5.700435000000001%","40%","","Consumer Services","Europe","United Kingdom","B","CCC"
"06-MAR-19","E","VUEINT","VUE INTL BIDCO PLC","GPCCBZ","SNRFOR","EUR","MM14","1.134136%","1.400582%","2.4668430000000003%","3.298725%","3.814234%","4.406083000000001%","5.107391%","5.434721%","5.545291%","5.59906%","5.700435000000001%","40%","","Consumer Services","Europe","United Kingdom","B","CCC"
"06-MAR-19","E","VUEINT","VUE INTL BIDCO PLC","GPCCBZ","SNRFOR","USD","MM14","1.134136%","1.400582%","2.4668430000000003%","3.298725%","3.814234%","4.406083000000001%","5.107391%","5.434721%","5.545291%","5.59906%","5.700435000000001%","40%","","Consumer Services","Europe","United Kingdom","B","CCC"
"06-MAR-19","E","VW","Volkswagen AG","9BAEC8","SNRFOR","CHF","MM14","0.176597%","0.21860600000000002%","0.332364%","0.483146%","0.705115%","0.920698%","1.191974%","1.37368%","1.442725%","1.482166%","1.5200440000000002%","40%","","Consumer Goods","Europe","Germany","BBB","BB"
"06-MAR-19","E","VW","Volkswagen AG","9BAEC8","SNRFOR","EUR","CR14","0.185301%","0.229395%","0.348782%","0.5070060000000001%","0.739928%","0.966156%","1.250808%","1.4414500000000001%","1.514073%","1.555681%","1.59597%","40%","","Consumer Goods","Europe","Germany","BBB","BB"
"06-MAR-19","E","VW","Volkswagen AG","9BAEC8","SNRFOR","EUR","MM14","0.176597%","0.21860600000000002%","0.332364%","0.483146%","0.705115%","0.920698%","1.191974%","1.37368%","1.442725%","1.482166%","1.5200440000000002%","40%","","Consumer Goods","Europe","Germany","BBB","BB"
"06-MAR-19","E","VW","Volkswagen AG","9BAEC8","SNRFOR","EUR","MR14","0.176597%","0.21860600000000002%","0.332364%","0.483146%","0.705115%","0.920698%","1.191974%","1.37368%","1.442725%","1.482166%","1.5200440000000002%","40%","","Consumer Goods","Europe","Germany","BBB","BB"
"06-MAR-19","E","VW","Volkswagen AG","9BAEC8","SNRFOR","GBP","MM14","0.176597%","0.21860600000000002%","0.332364%","0.483146%","0.705115%","0.920698%","1.191974%","1.37368%","1.442725%","1.482166%","1.5200440000000002%","40%","","Consumer Goods","Europe","Germany","BBB","BB"
"06-MAR-19","E","VW","Volkswagen AG","9BAEC8","SNRFOR","JPY","MM14","0.176597%","0.21860600000000002%","0.332364%","0.483146%","0.705115%","0.920698%","1.191974%","1.37368%","1.442725%","1.482166%","1.5200440000000002%","40%","","Consumer Goods","Europe","Germany","BBB","BB"
"06-MAR-19","E","VW","Volkswagen AG","9BAEC8","SNRFOR","SEK","MM14","0.176597%","0.21860600000000002%","0.332364%","0.483146%","0.705115%","0.920698%","1.191974%","1.37368%","1.442725%","1.482166%","1.5200440000000002%","40%","","Consumer Goods","Europe","Germany","BBB","BB"
"06-MAR-19","E","VW","Volkswagen AG","9BAEC8","SNRFOR","USD","CR14","0.185301%","0.229395%","0.348782%","0.5070060000000001%","0.739928%","0.966156%","1.250808%","1.4414500000000001%","1.514073%","1.555681%","1.59597%","40%","","Consumer Goods","Europe","Germany","BBB","BB"
"06-MAR-19","E","VW","Volkswagen AG","9BAEC8","SNRFOR","USD","MM14","0.176597%","0.21860600000000002%","0.332364%","0.483146%","0.705115%","0.920698%","1.191974%","1.37368%","1.442725%","1.482166%","1.5200440000000002%","40%","","Consumer Goods","Europe","Germany","BBB","BB"
"06-MAR-19","E","VW","Volkswagen AG","9BAEC8","SNRFOR","USD","MR14","0.176597%","0.21860600000000002%","0.332364%","0.483146%","0.705115%","0.920698%","1.191974%","1.37368%","1.442725%","1.482166%","1.5200440000000002%","40%","","Consumer Goods","Europe","Germany","BBB","BB"
"06-MAR-19","E","VW-FinSvcsAG","Volkswagen Finl Svcs AG","DMD97Y","SNRFOR","EUR","CR14","0.358934%","0.446579%","0.668511%","0.874897%","1.07939%","1.275128%","1.4508210000000001%","1.5644459999999998%","1.6375870000000001%","1.6898050000000002%","1.770854%","40%","","Financials","Europe","Germany","BBB","BB"
"06-MAR-19","E","VW-FinSvcsAG","Volkswagen Finl Svcs AG","DMD97Y","SNRFOR","EUR","MM14","0.342308%","0.42584%","0.637429%","0.8342550000000001%","1.0292279999999998%","1.2158179999999998%","1.383091%","1.491226%","1.560813%","1.6103429999999999%","1.687012%","40%","","Financials","Europe","Germany","BBB","BB"
"06-MAR-19","E","VW-FinSvcsAG","Volkswagen Finl Svcs AG","DMD97Y","SNRFOR","USD","MM14","0.342308%","0.42584%","0.637429%","0.8342550000000001%","1.0292279999999998%","1.2158179999999998%","1.383091%","1.491226%","1.560813%","1.6103429999999999%","1.687012%","40%","","Financials","Europe","Germany","BBB","BB"
"06-MAR-19","E","VWRFUN","VWR Fdg Inc","9A9C79","SNRFOR","USD","XR14","3.855605%","3.956465%","4.239087%","4.588117%","4.896012000000001%","5.088282%","5.292698%","5.463694%","5.630249%","5.728574%","5.8056030000000005%","40%","","Healthcare","N.Amer","United States","","CCC"
"06-MAR-19","E","VZ-BGLB","Verizon Business Glob LLC","9B57AL","SNRFOR","USD","MR14","0.080403%","0.106966%","0.123306%","0.147925%","0.164346%","0.230057%","0.23004100000000002%","0.230032%","","","","40%","","Telecommunications Services","N.Amer","United States","","AA"
"06-MAR-19","E","VZ-BGLB","Verizon Business Glob LLC","9B57AL","SNRFOR","USD","XR14","0.080403%","0.106966%","0.123306%","0.147925%","0.164346%","0.230057%","0.23004100000000002%","0.230032%","","","","40%","","Telecommunications Services","N.Amer","United States","","AA"
"06-MAR-19","E","VZW-Capital","Verizon Wireless Cap LLC","U3B42Q","SNRFOR","USD","MR14","0.086232%","0.107755%","0.157519%","0.226954%","0.312445%","0.4356%","0.578528%","0.723447%","0.78106%","0.826516%","0.8692500000000001%","40%","","Telecommunications Services","N.Amer","United States","A","A"
"06-MAR-19","E","VZW-Capital","Verizon Wireless Cap LLC","U3B42Q","SNRFOR","USD","XR14","0.086232%","0.107755%","0.157519%","0.226954%","0.312445%","0.4356%","0.578528%","0.723447%","0.78106%","0.826516%","0.8692500000000001%","40%","","Telecommunications Services","N.Amer","United States","A","A"
"06-MAR-19","E","VZW-Cellco","Cellco Pship","1G626K","SNRFOR","EUR","XR14","0.08839%","0.107445%","0.157552%","0.228869%","0.317017%","0.435581%","0.593789%","0.751369%","0.8112090000000001%","0.858392%","0.902819%","40%","","Telecommunications Services","N.Amer","United States","A","A"
"06-MAR-19","E","VZW-Cellco","Cellco Pship","1G626K","SNRFOR","USD","MR14","0.08839%","0.107445%","0.157552%","0.228869%","0.317017%","0.435581%","0.593789%","0.751369%","0.8112090000000001%","0.858392%","0.902819%","40%","","Telecommunications Services","N.Amer","United States","A","A"
"06-MAR-19","E","VZW-Cellco","Cellco Pship","1G626K","SNRFOR","USD","XR14","0.08839%","0.107445%","0.157552%","0.228869%","0.317017%","0.435581%","0.593789%","0.751369%","0.8112090000000001%","0.858392%","0.902819%","40%","","Telecommunications Services","N.Amer","United States","A","A"
"06-MAR-19","E","WAG","Walgreen Co","9C4564","SNRFOR","USD","MR14","","","0.24283%","0.284745%","0.344633%","0.398506%","","","","","","40%","","Consumer Services","N.Amer","United States","BBB","A"
"06-MAR-19","E","WAG","Walgreen Co","9C4564","SNRFOR","USD","XR14","","","0.23563299999999998%","0.27632300000000004%","0.334449%","0.38672300000000004%","","","","","","40%","","Consumer Services","N.Amer","United States","BBB","A"
"06-MAR-19","E","WALMINC","WALMART INC","9C58DM","SNRFOR","EUR","MR14","0.053984%","0.06303%","0.095852%","0.135462%","0.19264499999999998%","0.265048%","0.414733%","0.556908%","0.6483960000000001%","0.701814%","0.71236%","40%","","Consumer Services","N.Amer","United States","AA","AA"
"06-MAR-19","E","WALMINC","WALMART INC","9C58DM","SNRFOR","EUR","XR14","0.052138%","0.061393%","0.093421%","0.132058%","0.187833%","0.258453%","0.40445200000000003%","0.543103%","0.627657%","0.6793399999999999%","0.694578%","40%","","Consumer Services","N.Amer","United States","AA","AA"
"06-MAR-19","E","WALMINC","WALMART INC","9C58DM","SNRFOR","GBP","XR14","0.052138%","0.061393%","0.093421%","0.132058%","0.187833%","0.258453%","0.40445200000000003%","0.543103%","0.627657%","0.6793399999999999%","0.694578%","40%","","Consumer Services","N.Amer","United States","AA","AA"
"06-MAR-19","E","WALMINC","WALMART INC","9C58DM","SNRFOR","JPY","MR14","0.053984%","0.06303%","0.095852%","0.135462%","0.19264499999999998%","0.265048%","0.414733%","0.556908%","0.6483960000000001%","0.701814%","0.71236%","40%","","Consumer Services","N.Amer","United States","AA","AA"
"06-MAR-19","E","WALMINC","WALMART INC","9C58DM","SNRFOR","USD","MR14","0.053984%","0.06303%","0.095852%","0.135462%","0.19264499999999998%","0.265048%","0.414733%","0.556908%","0.6483960000000001%","0.701814%","0.71236%","40%","","Consumer Services","N.Amer","United States","AA","AA"
"06-MAR-19","E","WALMINC","WALMART INC","9C58DM","SNRFOR","USD","XR14","0.052138%","0.061393%","0.093421%","0.132058%","0.187833%","0.258453%","0.40445200000000003%","0.543103%","0.627657%","0.6793399999999999%","0.694578%","40%","","Consumer Services","N.Amer","United States","AA","AA"
"06-MAR-19","E","WANHAI","Wan Hai Lines Ltd","Y7E57Y","SNRFOR","EUR","CR14","0.901833%","0.9133870000000001%","1.122853%","1.349177%","1.556432%","1.747521%","1.9190450000000001%","2.089177%","2.086484%","2.1222749999999997%","2.150814%","31.25%","","Industrials","Asia","Taiwan Province of China","BB","BB"
"06-MAR-19","E","WANHAI","Wan Hai Lines Ltd","Y7E57Y","SNRFOR","USD","CR14","0.901833%","0.9133870000000001%","1.122853%","1.349177%","1.556432%","1.747521%","1.9190450000000001%","2.089177%","2.086484%","2.1222749999999997%","2.150814%","31.25%","","Industrials","Asia","Taiwan Province of China","BB","BB"
"06-MAR-19","E","WARNMED","Warner Media LLC","9C798I","SNRFOR","EUR","MR14","0.07966200000000001%","0.135868%","0.24455800000000003%","0.43657899999999994%","0.622354%","0.8285880000000001%","1.079745%","1.240495%","1.18539%","1.316027%","1.214121%","40%","","Consumer Services","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","WARNMED","Warner Media LLC","9C798I","SNRFOR","EUR","XR14","0.077391%","0.132356%","0.23834199999999997%","0.425564%","0.606705%","0.808766%","1.055965%","1.214608%","1.162218%","1.283514%","1.1880899999999999%","40%","","Consumer Services","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","WARNMED","Warner Media LLC","9C798I","SNRFOR","USD","CR14","0.07966200000000001%","0.135868%","0.24455800000000003%","0.43657899999999994%","0.622354%","0.8285880000000001%","1.079745%","1.240495%","1.18539%","1.316027%","1.214121%","40%","","Consumer Services","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","WARNMED","Warner Media LLC","9C798I","SNRFOR","USD","MR14","0.07966200000000001%","0.135868%","0.24455800000000003%","0.43657899999999994%","0.622354%","0.8285880000000001%","1.079745%","1.240495%","1.18539%","1.316027%","1.214121%","40%","","Consumer Services","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","WARNMED","Warner Media LLC","9C798I","SNRFOR","USD","XR14","0.077391%","0.132356%","0.23834199999999997%","0.425564%","0.606705%","0.808766%","1.055965%","1.214608%","1.162218%","1.283514%","1.1880899999999999%","40%","","Consumer Services","N.Amer","United States","BBB","BBB"
"06-MAR-19","E","WARNMED","Warner Media LLC","9C798I","SUBLT2","USD","MR14","0.122148%","0.205947%","0.369192%","0.657428%","0.936508%","1.246383%","1.623691%","1.865596%","1.7910169999999999%","1.984422%","1.8499720000000002%","20%","","Consumer Services","N.Amer","United States","BBB","BBB"
